season,division,team_id,team,url,team_name,master_team_id,div
2025,1,591979,A&M-Corpus Christi,https://stats.ncaa.org/teams/591979,A&M-Corpus Christi,26172,1
2025,1,591665,Abilene Christian,https://stats.ncaa.org/teams/591665,Abilene Christian,2,1
2025,1,591934,Air Force,https://stats.ncaa.org/teams/591934,Air Force,721,1
2025,1,591666,Akron,https://stats.ncaa.org/teams/591666,Akron,5,1
2025,1,591669,Alabama,https://stats.ncaa.org/teams/591669,Alabama,8,1
2025,1,591667,Alabama A&M,https://stats.ncaa.org/teams/591667,Alabama A&M,6,1
2025,1,591668,Alabama St.,https://stats.ncaa.org/teams/591668,Alabama St.,7,1
2025,1,591672,Alcorn,https://stats.ncaa.org/teams/591672,Alcorn,17,1
2025,1,591673,American,https://stats.ncaa.org/teams/591673,American,23,1
2025,1,591674,App State,https://stats.ncaa.org/teams/591674,App State,27,1
2025,1,591676,Arizona,https://stats.ncaa.org/teams/591676,Arizona,29,1
2025,1,591675,Arizona St.,https://stats.ncaa.org/teams/591675,Arizona St.,28,1
2025,1,591973,Ark.-Pine Bluff,https://stats.ncaa.org/teams/591973,Ark.-Pine Bluff,2678,1
2025,1,591678,Arkansas,https://stats.ncaa.org/teams/591678,Arkansas,31,1
2025,1,591677,Arkansas St.,https://stats.ncaa.org/teams/591677,Arkansas St.,30,1
2025,1,591935,Army West Point,https://stats.ncaa.org/teams/591935,Army West Point,725,1
2025,1,591680,Auburn,https://stats.ncaa.org/teams/591680,Auburn,37,1
2025,1,591681,Austin Peay,https://stats.ncaa.org/teams/591681,Austin Peay,43,1
2025,1,591692,BYU,https://stats.ncaa.org/teams/591692,BYU,77,1
2025,1,591682,Ball St.,https://stats.ncaa.org/teams/591682,Ball St.,47,1
2025,1,591684,Baylor,https://stats.ncaa.org/teams/591684,Baylor,51,1
2025,1,591932,Bellarmine,https://stats.ncaa.org/teams/591932,Bellarmine,52,1
