team_id,team,player_id,name,year,hometown,high_school,previous_school,height,position,jersey,url,season
441,Montana,,Lauren Dick,Senior,"Missoula, Mont.",Hellgate HS,,"5'10""",G,14,https://gogriz.com/sports/womens-basketball/roster/lauren-dick/7913,2025-26
441,Montana,,Rae Ehrman,Freshman,"Eden Prairie, Minn.",Eden Prairie HS,,"5'10""",G,20,https://gogriz.com/sports/womens-basketball/roster/rae-ehrman/7926,2025-26
441,Montana,,Ava Cossette,Redshirt Freshman,"Maple Grove, Minn.",Maple Grove Senior HS,South Dakota,"5'10""",G,22,https://gogriz.com/sports/womens-basketball/roster/ava-cossette/7924,2025-26
441,Montana,,Jocelyn Land,Sophomore,"Chanhassen, Minn.",Holy Family Catholic HS,Butler,,F,23,https://gogriz.com/sports/womens-basketball/roster/jocelyn-land/7922,2025-26
441,Montana,,Maggie Hutka,Senior,"Royse City, Texas",Royse City HS,Colorado Christian,,F,24,https://gogriz.com/sports/womens-basketball/roster/maggie-hutka/7927,2025-26
441,Montana,,Adria Lincoln,Junior,"Monroe, Wash.",Monroe HS,,"6'1""",G,33,https://gogriz.com/sports/womens-basketball/roster/adria-lincoln/7917,2025-26
441,Montana,,Alex Pirog,Senior,"Highlands Ranch, Colo.",Highlands Ranch HS,,"6'3""",F,34,https://gogriz.com/sports/womens-basketball/roster/alex-pirog/7918,2025-26
416,Michigan State,,Jordan Ode,Freshman,"Maple Grove, Minn",Maple Grove,,,G,0,https://msuspartans.com/sports/womens-basketball/roster/jordan-ode/16345,2025-26
416,Michigan State,,Rashunda Jones,Junior,"South Bend, Ind.",South Bend Washington,Purdue,"5'8""",G,1,https://msuspartans.com/sports/womens-basketball/roster/rashunda-jones/16346,2025-26
416,Michigan State,,Abbey Kimball,Senior,"Grand Rapids, Mich.",West Catholic,,"5'10""",G,2,https://msuspartans.com/sports/womens-basketball/roster/abbey-kimball/16163,2025-26
416,Michigan State,,Theryn Hallock,Senior,"Grand Rapids, Mich.",Forest Hills Central,,"5'10""",G,4,https://msuspartans.com/sports/womens-basketball/roster/theryn-hallock/16162,2025-26
416,Michigan State,,Emma Shumate,Senior,"Dresden, Ohio",Newark,Ohio State,"6'1""",G,5,https://msuspartans.com/sports/womens-basketball/roster/emma-shumate/16164,2025-26
416,Michigan State,,Inés Sotelo,Sophomore,"Ourense, Spain",Duran Maquinaria Ensino,,"6'3""",C,10,https://msuspartans.com/sports/womens-basketball/roster/ins-sotelo/16165,2025-26
416,Michigan State,,Isaline Alexander,Redshirt Senior,"Keswick, Ontario",Bill Crothers Secondary School,,"6'3""",F,12,https://msuspartans.com/sports/womens-basketball/roster/isaline-alexander/16160,2025-26
416,Michigan State,,Grace VanSlooten,Senior,"Toledo, Ohio",IMG Academy (Fla.),Oregon,"6'3""",F,14,https://msuspartans.com/sports/womens-basketball/roster/grace-vanslooten/16166,2025-26
416,Michigan State,,Jalyn Brown,Senior,"Baltimore, Md.",St. Frances Academy,Arizona State,"6'1""",G,23,https://msuspartans.com/sports/womens-basketball/roster/jalyn-brown/16347,2025-26
416,Michigan State,,Amy Terrian,Freshman,"Pewaukee,Wis.",Pewaukee,,"6'2""",G,24,https://msuspartans.com/sports/womens-basketball/roster/amy-terrian/16348,2025-26
416,Michigan State,,Anna Terrian,Freshman,"Pewaukee,Wis.",Pewaukee,,"6'2""",G,25,https://msuspartans.com/sports/womens-basketball/roster/anna-terrian/16349,2025-26
416,Michigan State,,Marah Dykstra,Senior,"Vancouver, British Columbia",Churchill Secondary.,Montana State,"6'2""",F,32,https://msuspartans.com/sports/womens-basketball/roster/marah-dykstra/16350,2025-26
416,Michigan State,,Juliann Woodard,Sophomore,"North Vernon, Ind.",Jennings County,,,F,33,https://msuspartans.com/sports/womens-basketball/roster/juliann-woodard/16167,2025-26
416,Michigan State,,Kennedy Blair,Redshirt Sophomore,"Dearborn, Mich.",Divine Child,,"5'9""",G,35,https://msuspartans.com/sports/womens-basketball/roster/kennedy-blair/16161,2025-26
440,Montana State,7126,Courtney Smith,Freshman,"London, Ont., Canada",J. Addison,,"6'1""",G,2,https://www.msubobcats.com/sports/womens-basketball/roster/courtney-smith/7126,2025-26
440,Montana State,7124,Ella Johnson,Junior,"Elk River, MN",Elk River HS,,"6'2""",F,5,https://www.msubobcats.com/sports/womens-basketball/roster/ella-johnson/7124,2025-26
440,Montana State,7127,Heidi Smith,Freshman,"London, Ont., Canada",J. Addison,,"6'1""",G,9,https://www.msubobcats.com/sports/womens-basketball/roster/heidi-smith/7127,2025-26
440,Montana State,7128,Jamison Philip,Freshman,"Ellensburg, WA",Ellensburg HS,,"5'7""",G,12,https://www.msubobcats.com/sports/womens-basketball/roster/jamison-philip/7128,2025-26
440,Montana State,7129,Grace Hintz,Freshman,"Lynden, WA",Lynden Christian HS,,"5'8""",G,13,https://www.msubobcats.com/sports/womens-basketball/roster/grace-hintz/7129,2025-26
440,Montana State,7120,Isobel Bunyan,Junior,"Tonyrefail, Wales",,,"6'0""",G,15,https://www.msubobcats.com/sports/womens-basketball/roster/isobel-bunyan/7120,2025-26
440,Montana State,7119,Brooke Berry,Sophomore,"Billings, MT",Skyview HS,,"6'0""",G,20,https://www.msubobcats.com/sports/womens-basketball/roster/brooke-berry/7119,2025-26
440,Montana State,7130,Brianne Bailey,Freshman,"St. Anthony, ID",South Fremont,,"5'10""",G,21,https://www.msubobcats.com/sports/womens-basketball/roster/brianne-bailey/7130,2025-26
440,Montana State,7122,Teagan Erickson,Sophomore,"Saco, MT",Saco HS,,"6'2""",F,23,https://www.msubobcats.com/sports/womens-basketball/roster/teagan-erickson/7122,2025-26
440,Montana State,7131,Kadynce Couture,Freshman,"Missoula, MT",Big Sky,,"5'8""",G,24,https://www.msubobcats.com/sports/womens-basketball/roster/kadynce-couture/7131,2025-26
440,Montana State,7125,Dylan Philip,Junior,"Ellensburg, WA",Ellensburg HS,,"5'8""",G,30,https://www.msubobcats.com/sports/womens-basketball/roster/dylan-philip/7125,2025-26
440,Montana State,7123,Addison Harris,Sophomore,"Camas, WA",Camas HS,,"6'1""",F,33,https://www.msubobcats.com/sports/womens-basketball/roster/addison-harris/7123,2025-26
440,Montana State,7121,Taylee Chirrick,Sophomore,"Roberts, MT",Roberts HS,,"5'11""",G,44,https://www.msubobcats.com/sports/womens-basketball/roster/taylee-chirrick/7121,2025-26
444,Morehead State,8487,Millie Pearson,Junior,"Sudbury, England",,Eastern Arizona College,"6'0""",,1,https://www.msueagles.com/sports/womens-basketball/roster/millie-pearson/8487,2025-26
444,Morehead State,8481,Josefine Enander,Sophomore,"Sodertalje, Sweden",,Midland College (Texas),"5'6""",,2,https://www.msueagles.com/sports/womens-basketball/roster/josefine-enander/8481,2025-26
444,Morehead State,8476,Anja Ekstrom,Junior,"Spanga, Sweden",,North Florida,"5'6""",,3,https://www.msueagles.com/sports/womens-basketball/roster/anja-ekstrom/8476,2025-26
444,Morehead State,8483,Landon Forbes,Junior,"Wichita, Kan.",,Hutchinson CC (Kan.),"5'6""",,5,https://www.msueagles.com/sports/womens-basketball/roster/landon-forbes/8483,2025-26
444,Morehead State,8480,Marija Marinkovic,Junior,"Podgorica, Montenegro",,Gillette CC (Wyo.),"5'6""",,7,https://www.msueagles.com/sports/womens-basketball/roster/marija-marinkovic/8480,2025-26
444,Morehead State,8482,Irene Fernandez Pavesio,Junior,"Asturias, Spain",,McCook CC (Neb.),"6'0""",,9,https://www.msueagles.com/sports/womens-basketball/roster/irene-fernandez-pavesio/8482,2025-26
444,Morehead State,8478,Laura Toffali,Senior,"Villasanta, Italy",,Missouri Western,"5'9""",,11,https://www.msueagles.com/sports/womens-basketball/roster/laura-toffali/8478,2025-26
444,Morehead State,8488,Minna Ersdala,Freshman,"Vasteras, Sweden",Hagagymnasiet,,"6'0""",,15,https://www.msueagles.com/sports/womens-basketball/roster/minna-ersdala/8488,2025-26
444,Morehead State,8485,Kate Dike,Graduate Student,"Kiev, Ukraine",,LCC Klaipeda,"6'3""",,20,https://www.msueagles.com/sports/womens-basketball/roster/kate-dike/8485,2025-26
444,Morehead State,8479,Marie Sepp,Senior,"Tallinn, Estonia",,Missouri Western,"5'5""",,30,https://www.msueagles.com/sports/womens-basketball/roster/marie-sepp/8479,2025-26
444,Morehead State,8477,Violet McNece,Sophomore,"Chesterfield, Mo.",Marquette HS,Navy,"6'0""",,33,https://www.msueagles.com/sports/womens-basketball/roster/violet-mcnece/8477,2025-26
444,Morehead State,8484,Circe Rubio Remolar,Junior,"Zaragoza, Spain",,Delaware State,"6'1""",,55,https://www.msueagles.com/sports/womens-basketball/roster/circe-rubio-remolar/8484,2025-26
439,Monmouth,22180,Isabella Murray,Junior,"Green Brook, N.J.",Blair Academy,,"5'9""",G,7,https://www.monmouthhawks.com/sports/womens-basketball/roster/isabella-murray/22180,2025-26
439,Monmouth,22179,Rebecca Milon,Sophomore,"Nepean, Ontario, Canada",Capital Courts Academy,,"5'11""",F,11,https://www.monmouthhawks.com/sports/womens-basketball/roster/rebecca-milon/22179,2025-26
439,Monmouth,22177,Divine Dibula,Junior,"Ottawa, Ontario, Canada",Ecole Secondaire Publique Gisele Lalonde,Champlain Saint-Lambert,"6'1""",F,13,https://www.monmouthhawks.com/sports/womens-basketball/roster/divine-dibula/22177,2025-26
439,Monmouth,22181,Kellyn Preira,Redshirt Sophomore,"Peabody, Mass.",St. Mary's,,"5'11""",G,14,https://www.monmouthhawks.com/sports/womens-basketball/roster/kellyn-preira/22181,2025-26
439,Monmouth,22178,Ella Farrelly,Senior,"Guelph, Ontario, Canada",King's Christian Collegiate,,"6'3""",F,23,https://www.monmouthhawks.com/sports/womens-basketball/roster/ella-farrelly/22178,2025-26
439,Monmouth,22311,Madalena Amaro,Freshman,"Faro, Portugal",Escola Secundária Rainha Dona Leonor,,"5'9""",G,,https://www.monmouthhawks.com/sports/womens-basketball/roster/madalena-amaro/22311,2025-26
439,Monmouth,22266,Alexis Andrews,Senior,"Montgomery, AL",Park Crossing,Charlotte / College of Charleston,"5'8""",G,,https://www.monmouthhawks.com/sports/womens-basketball/roster/alexis-andrews/22266,2025-26
439,Monmouth,22295,Tessa Carman,Freshman,"Barnegat, NJ",Red Bank Catholic,,"5'11""",G,,https://www.monmouthhawks.com/sports/womens-basketball/roster/tessa-carman/22295,2025-26
439,Monmouth,22183,Alexis Davis,Junior,"Glassboro, NJ",Woodbury,Buffalo,"6'0""",F,,https://www.monmouthhawks.com/sports/womens-basketball/roster/alexis-davis/22183,2025-26
439,Monmouth,22204,Fatumata Djaló,Sophomore,"Aviero, Portugal",Dr. Jaime Magalhães Lima,Ole Miss,"5'10""",G,,https://www.monmouthhawks.com/sports/womens-basketball/roster/fatumata-djal-/22204,2025-26
439,Monmouth,22203,Gigi Gamble,Junior,"Somerset, NJ",Life Center Academy,Kean / CCBC Essex,"5'5""",G,,https://www.monmouthhawks.com/sports/womens-basketball/roster/gigi-gamble/22203,2025-26
439,Monmouth,22294,Sydney Hendrix,Junior,"Farmington Hills, MI",West Bloomfield / Florida A&M,,"5'11""",F,,https://www.monmouthhawks.com/sports/womens-basketball/roster/sydney-hendrix/22294,2025-26
439,Monmouth,22300,Kathy Kersaint,Freshman,"Repentigny, Québec, Canada",Dawson College,,"5'10""",G,,https://www.monmouthhawks.com/sports/womens-basketball/roster/kathy-kersaint/22300,2025-26
439,Monmouth,22270,Adena Webster,Sophomore,"Homestead, FL",Schoolhouse Prep,Temple,"5'8""",G,,https://www.monmouthhawks.com/sports/womens-basketball/roster/adena-webster/22270,2025-26
726,Navy,28774,Kelli Giuliani,Senior,"Oakton, Va.",Flint Hill,,"5'7""",G,1,https://www.navysports.com/sports/womens-basketball/roster/kelli-giuliani/28774,2025-26
726,Navy,28770,Zanai Barnett-Gay,Junior,"Glenn Dale, Md.",Riverdale Baptist School,,"5'8""",G,4,https://www.navysports.com/sports/womens-basketball/roster/zanai-barnett-gay/28770,2025-26
726,Navy,28773,Mary Gibbons,Sophomore,"Holden, Mass.",Wachusett Regional,,"5'7""",G,5,https://www.navysports.com/sports/womens-basketball/roster/mary-gibbons/28773,2025-26
726,Navy,28769,Julianna Almeida,Sophomore,"North Arlington, N.J.",Saddle River Day School,,"5'9""",G,6,https://www.navysports.com/sports/womens-basketball/roster/julianna-almeida/28769,2025-26
726,Navy,28776,Lizzie Holder,Junior,"Stillwater, Minn.",Stillwater Area,Colorado,"6'1""",F,10,https://www.navysports.com/sports/womens-basketball/roster/lizzie-holder/28776,2025-26
726,Navy,28771,Morgan Blackford,Junior,"Solon, Ohio",Solon,,"5'6""",G,12,https://www.navysports.com/sports/womens-basketball/roster/morgan-blackford/28771,2025-26
726,Navy,28780,Gia Pissott,Senior,"Toms River, N.J.",Toms River North,,"6'3""",F,13,https://www.navysports.com/sports/womens-basketball/roster/gia-pissott/28780,2025-26
726,Navy,28779,Toni Papahronis,Senior,"Edmond, Okla.",Edmond North,,"6'1""",G,22,https://www.navysports.com/sports/womens-basketball/roster/toni-papahronis/28779,2025-26
726,Navy,28772,Morgan Demos,Senior,"Downers Grove, Ill.",Benet Academy,,"6'2""",F,23,https://www.navysports.com/sports/womens-basketball/roster/morgan-demos/28772,2025-26
726,Navy,28775,Nia Henley,Sophomore,"Spotsylvania, Va.",Riverbend,,"5'5""",G,25,https://www.navysports.com/sports/womens-basketball/roster/nia-henley/28775,2025-26
726,Navy,28777,Maren Louridas,Senior,"Delmar, N.Y.",Bethlehem Central,,"6'0""",G,30,https://www.navysports.com/sports/womens-basketball/roster/maren-louridas/28777,2025-26
726,Navy,28778,Saran Moschella,Junior,"Staten Island, N.Y.",Staten Island Academy,,"5'10""",G,42,https://www.navysports.com/sports/womens-basketball/roster/saran-moschella/28778,2025-26
726,Navy,28781,Kate Samson,Senior,"Richmond, Va.",Saint Gertrude,,"6'4""",C,44,https://www.navysports.com/sports/womens-basketball/roster/kate-samson/28781,2025-26
493,North Dakota State,24075,Molly Lenz,Junior,"Victoria, Minn.",Eden Prairie HS,Illinois State,"5'8""",G,1,https://www.gobison.com/sports/womens-basketball/roster/molly-lenz/24075,2025-26
493,North Dakota State,24072,Amelia Hobson,Sophomore,"Parkdale, Australia",Parkdale Secondary College,,"6'0""",G,8,https://www.gobison.com/sports/womens-basketball/roster/amelia-hobson/24072,2025-26
493,North Dakota State,24071,Abby Graham,Senior,"Portland, Ore.",St. Mary's Academy HS,,"5'10""",G,10,https://www.gobison.com/sports/womens-basketball/roster/abby-graham/24071,2025-26
493,North Dakota State,24077,Claire Stern,Sophomore,"Maple Grove, Minn.",Maple Grove Senior HS,,"6'0""",F,11,https://www.gobison.com/sports/womens-basketball/roster/claire-stern/24077,2025-26
493,North Dakota State,24070,Marisa Frost,Sophomore,"Lino Lakes, Minn.",Centennial HS,,"5'8""",G,12,https://www.gobison.com/sports/womens-basketball/roster/marisa-frost/24070,2025-26
493,North Dakota State,24078,Sophie Hawkinson,Freshman,"Plymouth, Minn.",Wayzata HS,,"5'8""",G,13,https://www.gobison.com/sports/womens-basketball/roster/sophie-hawkinson/24078,2025-26
493,North Dakota State,24069,Karrington Asp,Redshirt Freshman,"Epworth, Iowa",Western Dubuque HS,,"6'2""",F,15,https://www.gobison.com/sports/womens-basketball/roster/karrington-asp/24069,2025-26
493,North Dakota State,24073,Avery Koenen,Junior,"Montevideo, Minn.",Montevideo Senior HS,,"6'3""",F,22,https://www.gobison.com/sports/womens-basketball/roster/avery-koenen/24073,2025-26
493,North Dakota State,24079,Jocelyn Schiller,Sophomore,"Grand Forks, N.D.",Grand Forks Red River HS,North Dakota,"5'7""",G,30,https://www.gobison.com/sports/womens-basketball/roster/jocelyn-schiller/24079,2025-26
493,North Dakota State,24080,Lily Niebuhr,Senior,"Jordan, Minn.",Chaska HS,Indiana State,"6'2""",F,31,https://www.gobison.com/sports/womens-basketball/roster/lily-niebuhr/24080,2025-26
493,North Dakota State,24076,Miriley Simon,Junior,"West Fargo, N.D.",West Fargo HS,,"6'1""",F,32,https://www.gobison.com/sports/womens-basketball/roster/miriley-simon/24076,2025-26
493,North Dakota State,24081,McKenna Johnson,Freshman,"Mandan, N.D.",Mandan HS,,"6'0""",F,35,https://www.gobison.com/sports/womens-basketball/roster/mckenna-johnson/24081,2025-26
493,North Dakota State,24074,Abby Krzewinski,Junior,"Wayzata, Minn.",Wayzata HS,,"5'11""",G,40,https://www.gobison.com/sports/womens-basketball/roster/abby-krzewinski/24074,2025-26
483,Nicholls State,7081,Makayla Charles,Freshman,"Houma, La.",,,"5'8""",G,0,https://www.geauxcolonels.com/sports/womens-basketball/roster/makayla-charles/7081,2025-26
483,Nicholls State,7077,Jesslynn Jalomo,Sophomore,"Laredo, Texas",United,,"5'6""",G,1,https://www.geauxcolonels.com/sports/womens-basketball/roster/jesslynn-jalomo/7077,2025-26
483,Nicholls State,7082,Anyra Wilson,Freshman,"Monroe, La.",,,"5'7""",G,2,https://www.geauxcolonels.com/sports/womens-basketball/roster/anyra-wilson/7082,2025-26
483,Nicholls State,7080,Tanita Swift,Senior,"Birmingham, Ala.",Center Pointe,Pensacola State,"5'5""",G,3,https://www.geauxcolonels.com/sports/womens-basketball/roster/tanita-swift/7080,2025-26
483,Nicholls State,7078,Malaya Jones,Sophomore,"Loganville, Ga.",Grayson,,"5'4""",G,5,https://www.geauxcolonels.com/sports/womens-basketball/roster/malaya-jones/7078,2025-26
483,Nicholls State,7083,Morgan Browning,Graduate Student,"Irving, TX",,,"5'6""",G,7,https://www.geauxcolonels.com/sports/womens-basketball/roster/morgan-browning/7083,2025-26
483,Nicholls State,7079,Laryn Scott,Sophomore,"Harvest, Ala.",Sparkman,,"6'1""",F,10,https://www.geauxcolonels.com/sports/womens-basketball/roster/laryn-scott/7079,2025-26
483,Nicholls State,7084,Sh'Diamond McKnight,Graduate Student,"Bossier City, La.",,,"5'6""",G,11,https://www.geauxcolonels.com/sports/womens-basketball/roster/sh-diamond-mcknight/7084,2025-26
483,Nicholls State,7075,Caroline Adams,Sophomore,"Thibodaux, La.",E.D. White,,"5'7""",G,12,https://www.geauxcolonels.com/sports/womens-basketball/roster/caroline-adams/7075,2025-26
483,Nicholls State,7085,Jasmine Matthews,Junior,"Laplace, La.",,,"6'0""",F,13,https://www.geauxcolonels.com/sports/womens-basketball/roster/jasmine-matthews/7085,2025-26
483,Nicholls State,7086,Marie Kenembeni,Graduate Student,"Yaounde,Cameroon",,,"6'2""",F,14,https://www.geauxcolonels.com/sports/womens-basketball/roster/marie-kenembeni/7086,2025-26
483,Nicholls State,7087,Reese Hoadley,Freshman,"Georgetown, TX",,,"5'8""",G,22,https://www.geauxcolonels.com/sports/womens-basketball/roster/reese-hoadley/7087,2025-26
483,Nicholls State,7088,India McMahon,Junior,"Sour Lake, TX",,,"5'11""",G,24,https://www.geauxcolonels.com/sports/womens-basketball/roster/india-mcmahon/7088,2025-26
483,Nicholls State,7076,Emani Burks,Redshirt Senior,"Rockledge, Fla.",Palm Bay,South Alabama,"6'2""",F,30,https://www.geauxcolonels.com/sports/womens-basketball/roster/emani-burks/7076,2025-26
471,New Jersey Institute of Technology,9163,Allison  Cannon,Sophomore,"Holmdel,NJ",Holmdel,,"5'9""",G,3,https://www.njithighlanders.com/sports/womens-basketball/roster/allison-cannon/9163,2025-26
471,New Jersey Institute of Technology,9167,Audrey  Kormann,Junior,"Maple Grove, MN",Maple Grove Senior High,,"6'2""",F,5,https://www.njithighlanders.com/sports/womens-basketball/roster/audrey-kormann/9167,2025-26
471,New Jersey Institute of Technology,9176,Mia  Gestosani,Freshman,"Somerset, NJ",Mount St. Mary Academy,,"5'8""",G,8,https://www.njithighlanders.com/sports/womens-basketball/roster/mia-gestosani/9176,2025-26
471,New Jersey Institute of Technology,9166,Marissa  Gingrich,Junior,"Mifflin County, PA",Mifflin County,,"5'7""",G,10,https://www.njithighlanders.com/sports/womens-basketball/roster/marissa-gingrich/9166,2025-26
471,New Jersey Institute of Technology,9174,Addison  Shen,Freshman,"Concord, MA",Concord-Carlisle High School,,"6'0""",G,11,https://www.njithighlanders.com/sports/womens-basketball/roster/addison-shen/9174,2025-26
471,New Jersey Institute of Technology,9165,Piper  Engelby,Sophomore,"Andover, MN",Andover Senior High School,,"5'11""",G,13,https://www.njithighlanders.com/sports/womens-basketball/roster/piper-engelby/9165,2025-26
471,New Jersey Institute of Technology,9164,Madilyn  Dogs,Junior,"Kewaskum, WI",Kewaskum,,"6'0""",G,15,https://www.njithighlanders.com/sports/womens-basketball/roster/madilyn-dogs/9164,2025-26
471,New Jersey Institute of Technology,9175,Lauren  Lee,Freshman,"New Port Richey, FL",River Edge High School (FL),,"6'2""",F,22,https://www.njithighlanders.com/sports/womens-basketball/roster/lauren-lee/9175,2025-26
471,New Jersey Institute of Technology,9172,Mackenzie  Wright-Rawls,Junior,"York, PA",Central York,,"6'0""",F,23,https://www.njithighlanders.com/sports/womens-basketball/roster/mackenzie-wright-rawls/9172,2025-26
471,New Jersey Institute of Technology,9171,Kyleigh  Welsh,Redshirt Junior,"Clearwater, FL",Clearwater HS,,"6'2""",F,24,https://www.njithighlanders.com/sports/womens-basketball/roster/kyleigh-welsh/9171,2025-26
471,New Jersey Institute of Technology,9170,Avery  O'Roke,Senior,"Winchester, VA",Millbrook High,,"5'7""",G,25,https://www.njithighlanders.com/sports/womens-basketball/roster/avery-o-roke/9170,2025-26
471,New Jersey Institute of Technology,9169,Olivia  O'Meally,Sophomore,"Niskayuna, NY",Niskayuna,,"6'1""",F,30,https://www.njithighlanders.com/sports/womens-basketball/roster/olivia-o-meally/9169,2025-26
471,New Jersey Institute of Technology,9168,Olivia  Kulyk,Sophomore,"Edinboro, PA",Mercyhurst Preparatory School,,"6'1""",G,32,https://www.njithighlanders.com/sports/womens-basketball/roster/olivia-kulyk/9168,2025-26
471,New Jersey Institute of Technology,9173,Alejandra  Zuniga,Senior,"Madrid, Spain",IES Jose Garcia Nieto,,"5'6""",G,34,https://www.njithighlanders.com/sports/womens-basketball/roster/alejandra-zuniga/9173,2025-26
471,New Jersey Institute of Technology,9197,Ava  Locklear,Sophomore,"Tiffin, IA",Clear Creek Amana,,"5'11""",F,45,https://www.njithighlanders.com/sports/womens-basketball/roster/ava-locklear/9197,2025-26
505,Northern Kentucky,6820,Sam Lindhorst,Junior,"Waterloo, Ill.",Waterloo,Lincoln Land CC,"5'9""",G,0,https://www.nkunorse.com/sports/womens-basketball/roster/sam-lindhorst/6820,2025-26
505,Northern Kentucky,6812,Kamora Morgan,Sophomore,"Oshawa, Ont., Canada",Fort Erie International Academy,,"6'0""",G,1,https://www.nkunorse.com/sports/womens-basketball/roster/kamora-morgan/6812,2025-26
505,Northern Kentucky,6819,Kylee Hunt,Redshirt Junior,"Oklahoma City, Okla.",Choctaw,Seward County CC,"5'6""",G,2,https://www.nkunorse.com/sports/womens-basketball/roster/kylee-hunt/6819,2025-26
505,Northern Kentucky,6816,Taysha Rushton,Graduate Student,"Midland, Tex.",Monterey,UTPB / Concordia (Neb.),"5'5""",G,4,https://www.nkunorse.com/sports/womens-basketball/roster/taysha-rushton/6816,2025-26
505,Northern Kentucky,6811,Mya Meredith,Fifth Year,"Newport, Ky.",Scott HS,Western Kentucky,"5'11""",G,5,https://www.nkunorse.com/sports/womens-basketball/roster/mya-meredith/6811,2025-26
505,Northern Kentucky,6821,Alma Rashelbach,Junior,"Tel-Mond, Israel",Hof Hasharon,Nebraska-Kearney / Portland State,"6'0""",G,7,https://www.nkunorse.com/sports/womens-basketball/roster/alma-rashelbach/6821,2025-26
505,Northern Kentucky,6823,Mia Jordan,Junior,"Gold Coast, Australia",,Dodge City CC,"6'3""",F,9,https://www.nkunorse.com/sports/womens-basketball/roster/mia-jordan/6823,2025-26
505,Northern Kentucky,6810,Anna Hamilton,Sophomore,"Hebron, Ky.",Conner HS,,"5'5""",G,12,https://www.nkunorse.com/sports/womens-basketball/roster/anna-hamilton/6810,2025-26
505,Northern Kentucky,6814,Abby Wolterman,Senior,"West Chester, Ohio",Mount Notre Dame,IU Indy,"6'0""",F,14,https://www.nkunorse.com/sports/womens-basketball/roster/abby-wolterman/6814,2025-26
505,Northern Kentucky,6818,Caroline Eaglin,Freshman,"Newport, Ky.",Newport Central Catholic,,"5'9""",G,15,https://www.nkunorse.com/sports/womens-basketball/roster/caroline-eaglin/6818,2025-26
505,Northern Kentucky,6817,Karina Bystry,Freshman,"Englewood, Tenn.",McMinn Central,,"5'9""",G,20,https://www.nkunorse.com/sports/womens-basketball/roster/karina-bystry/6817,2025-26
505,Northern Kentucky,6813,Noelle Hubert,Junior,"Burlington, Ky.",Notre Dame Academy,,"5'11""",G,22,https://www.nkunorse.com/sports/womens-basketball/roster/noelle-hubert/6813,2025-26
505,Northern Kentucky,6822,Maddie Moody,Freshman,"Kettering, Ohio",Archbishop Alter,,"6'1""",F,30,https://www.nkunorse.com/sports/womens-basketball/roster/maddie-moody/6822,2025-26
505,Northern Kentucky,6824,Jamaya Thomas,Freshman,"Indianapolis, Ind.",Lawrence North,,"6'1""",F,32,https://www.nkunorse.com/sports/womens-basketball/roster/jamaya-thomas/6824,2025-26
505,Northern Kentucky,6815,Gabby Razzano,Junior,"Mason, Ohio",Mason HS,,"6'2""",F,33,https://www.nkunorse.com/sports/womens-basketball/roster/gabby-razzano/6815,2025-26
472,New Mexico State,10800,Imani Warren,Junior,"Milwaukee, Wis.",Rufus King High School,,"5'10""",G,1,https://www.nmstatesports.com/sports/womens-basketball/roster/imani-warren/10800,2025-26
472,New Mexico State,10799,Loes  Rozing,Graduate Student,"Heiloo, Netherlands",,South Georgia Technical College,"5'10""",G,2,https://www.nmstatesports.com/sports/womens-basketball/roster/loes-rozing/10799,2025-26
472,New Mexico State,10883,Keira Hudson,Freshman,"Central Coast, NSW, Australia",Barker College,,"5'5""",G,3,https://www.nmstatesports.com/sports/womens-basketball/roster/keira-hudson/10883,2025-26
472,New Mexico State,10884,DeAvion Wilson,Freshman,"Houston, TX",C.E. King HS,,"5'5""",G,4,https://www.nmstatesports.com/sports/womens-basketball/roster/deavion-wilson/10884,2025-26
472,New Mexico State,10885,Morane Dossou,Junior,"Charleville-Mézières, France",Lycée Privé Saint Paul,Dodge City CC,"5'10""",F,5,https://www.nmstatesports.com/sports/womens-basketball/roster/morane-dossou/10885,2025-26
472,New Mexico State,10886,Nikki Stanic,Junior,"Melbourne, Australia",,St. Petersburg Community College,"5'10""",G,7,https://www.nmstatesports.com/sports/womens-basketball/roster/nikki-stanic/10886,2025-26
472,New Mexico State,10798,Marta Guilera,Junior,"La Granada, Spain",IES Alt Penedes,Georgian Court,"6'1""",F,16,https://www.nmstatesports.com/sports/womens-basketball/roster/marta-guilera/10798,2025-26
472,New Mexico State,10888,Emma Christiano,Junior,"Las Cruces, NM",Las Cruces HS,New Mexico Highlands,"5'3""",G,22,https://www.nmstatesports.com/sports/womens-basketball/roster/emma-christiano/10888,2025-26
472,New Mexico State,10889,Iyana Beh,Junior,"Murray, Utah",Murray HS,Snow College,"6'0""",F,23,https://www.nmstatesports.com/sports/womens-basketball/roster/iyana-beh/10889,2025-26
472,New Mexico State,10801,Lucía Yenes,Senior,"Madrid, Spain",,Baloncesto Torrelodones,"6'0""",F,24,https://www.nmstatesports.com/sports/womens-basketball/roster/luc-a-yenes/10801,2025-26
472,New Mexico State,10890,Lucia Lara,Sophomore,"Córdoba, Spain",Les Ortega y Gasset M-86,Butler Community College,"6'3""",F,27,https://www.nmstatesports.com/sports/womens-basketball/roster/lucia-lara/10890,2025-26
472,New Mexico State,10796,Anna Csenyi,Senior,"Szolnok, Hungary",,Casper College,"5'9""",G,30,https://www.nmstatesports.com/sports/womens-basketball/roster/anna-csenyi/10796,2025-26
