ncaa_id,team,player_id,name,year,hometown,high_school,previous_school,height,position,jersey,url,season
8,Alabama,386,Hannah Cook,Junior,"Ozark, Mo.",Ozark High School,,"6'0""",Guard,11,https://www.rolltide.com/sports/womens-basketball/roster/hannah-cook/386,2016-17
8,Alabama,389,Coco Knight,Junior,"Bay Minette, Ala.",Baldwin County High School,,"5'7""",Guard,13,https://www.rolltide.com/sports/womens-basketball/roster/coco-knight/389,2016-17
8,Alabama,390,Meoshonti Knight,Junior,"Morgan City, La.",Central Catholic High School,,"5'8""",Guard,15,https://www.rolltide.com/sports/womens-basketball/roster/meoshonti-knight/390,2016-17
8,Alabama,396,Ashley Williams,Junior,"Covington, Ga.",Alcovy High School,,"6'0""",Forward,20,https://www.rolltide.com/sports/womens-basketball/roster/ashley-williams/396,2016-17
8,Alabama,384,Taylor Berry,Sophomore,"New Orleans, La.",Mount Carmel Academy,,"5'9""",Guard,21,https://www.rolltide.com/sports/womens-basketball/roster/taylor-berry/384,2016-17
8,Alabama,395,Shaquera Wade,Sophomore,"Huntsville, Ala.",Huntsville HS,,"6'0""",Forward,23,https://www.rolltide.com/sports/womens-basketball/roster/shaquera-wade/395,2016-17
8,Alabama,388,Ashley Knight,Freshman,"Austin, Texas",Lyndon B. Johnson HS,,"6'5""",Forward,25,https://www.rolltide.com/sports/womens-basketball/roster/ashley-knight/388,2016-17
8,Alabama,3820,Jasmine Walker,Freshman,"Montgomery, Ala.",Jefferson Davis HS,,"6'3""",Forward,40,https://www.rolltide.com/sports/womens-basketball/roster/jasmine-walker/3820,2016-17
29,Arizona,5049,Breanna Workman,Senior,"Las Vegas, Nev.",Centennial HS,,"6'1""",Forward,0,https://www.arizonawildcats.com/sports/womens-basketball/roster/breanna-workman/5049,2016-17
29,Arizona,5043,Taryn Griffey,Redshirt Sophomore,"Seattle, Wash.",Dr. Phillips High School,,"5'7""",Guard,3,https://www.arizonawildcats.com/sports/womens-basketball/roster/taryn-griffey/5043,2016-17
29,Arizona,5562,Lucia Alonso,Freshman,"Leon, Spain",Aron Leon Cuña del Parlamentarismo,,"5'7""",Guard,4,https://www.arizonawildcats.com/sports/womens-basketball/roster/lucia-alonso/5562,2016-17
29,Arizona,5041,Lauren Evans,Redshirt Senior,"Phoenix, Ariz.",Hamilton High School,,"5'11""",Guard,10,https://www.arizonawildcats.com/sports/womens-basketball/roster/lauren-evans/5041,2016-17
29,Arizona,5047,Eugenie Simonet-Keller,Sophomore,"La Biot, France",IMG Academy,,"6'8""",Center,13,https://www.arizonawildcats.com/sports/womens-basketball/roster/eugenie-simonet-keller/5047,2016-17
29,Arizona,5048,Malena Washington,Senior,"Beaumont, Texas",Central High School,,"5'6""",Guard,14,https://www.arizonawildcats.com/sports/womens-basketball/roster/malena-washington/5048,2016-17
29,Arizona,5042,Destiny Graham,Sophomore,"San Francisco, Calif.",Eastside College Prep,,"6'3""",Forward,21,https://www.arizonawildcats.com/sports/womens-basketball/roster/destiny-graham/5042,2016-17
29,Arizona,5050,Bria Rice,Freshman,"Federal Way, Wash.",Todd Beamer HS,,"5'8""",Guard,22,https://www.arizonawildcats.com/sports/womens-basketball/roster/bria-rice/5050,2016-17
29,Arizona,5045,LaBrittney Jones,Senior,"Cedar Hill, Texas",Cedar Hill HS,,"6'1""",Forward,24,https://www.arizonawildcats.com/sports/womens-basketball/roster/labrittney-jones/5045,2016-17
29,Arizona,5044,Dejza James,Senior,"Sacramento, Calif.",Pleasant Grove HS,,"6'1""",Forward,31,https://www.arizonawildcats.com/sports/womens-basketball/roster/dejza-james/5044,2016-17
29,Arizona,5039,JaLea Bennett,Junior,"Grand Prarie, Texas",Mansfield Timberview High School,,"6'0""",Guard,33,https://www.arizonawildcats.com/sports/womens-basketball/roster/jalea-bennett/5039,2016-17
29,Arizona,5051,Charise Holloway,Junior,"Tracy, Calif.",St. Mary's HS,,"5'9""",Guard,44,https://www.arizonawildcats.com/sports/womens-basketball/roster/charise-holloway/5051,2016-17
725,Army,8968,Cori Schnell,Freshman,"Plano, Texas",Prince of Peace Christian School,,"5'8""",Guard,1,https://www.goarmywestpoint.com/sports/womens-basketball/roster/cori-schnell/8968,2016-17
725,Army,8538,Jess Lewis,Sophomore,"Denver, Colo.",Regis Jesuit,,"5'9""",Guard,3,https://www.goarmywestpoint.com/sports/womens-basketball/roster/jess-lewis/8538,2016-17
725,Army,8543,Aliyah Murray,Junior,"Delran, N.J.",Delran (USMAPS),,"5'10""",Guard/Forward,10,https://www.goarmywestpoint.com/sports/womens-basketball/roster/aliyah-murray/8543,2016-17
725,Army,8535,Lena' Hicks,Junior,"Charlotte, N.C.",Elkton (USMAPS),,"6'4""",Forward/Center,13,https://www.goarmywestpoint.com/sports/womens-basketball/roster/lena-hicks/8535,2016-17
725,Army,8970,Morgann Yancey,Freshman,"Dallas, Texas",Plano West,,"5'8""",Guard,15,https://www.goarmywestpoint.com/sports/womens-basketball/roster/morgann-yancey/8970,2016-17
725,Army,8542,Destinee Morris,Junior,"Lino Lakes, Minn.",Centennial,,"5'7""",Guard,20,https://www.goarmywestpoint.com/sports/womens-basketball/roster/destinee-morris/8542,2016-17
725,Army,8540,Janae McNeal,Junior,"Spotsylvania, Va.",Courtland (USMAPS),,"5'9""",Guard,21,https://www.goarmywestpoint.com/sports/womens-basketball/roster/janae-mcneal/8540,2016-17
725,Army,8967,Shelby Haynes,Freshman,"Springfield, Va.",West Springfield,,"5'11""",Guard/Forward,22,https://www.goarmywestpoint.com/sports/womens-basketball/roster/shelby-haynes/8967,2016-17
725,Army,8541,Daizjah Morris,Junior,"Lino Lakes, Minn.",Centennial,,"5'7""",Guard,23,https://www.goarmywestpoint.com/sports/womens-basketball/roster/daizjah-morris/8541,2016-17
725,Army,8966,Julia Gibbs,Freshman,"Millbrae, Calif.",Mills,,"5'10""",Forward,34,https://www.goarmywestpoint.com/sports/womens-basketball/roster/julia-gibbs/8966,2016-17
725,Army,8534,Dani Failor,Senior,"Post Falls, Idaho",Post Falls,,"6'1""",Forward/Center,35,https://www.goarmywestpoint.com/sports/womens-basketball/roster/dani-failor/8534,2016-17
725,Army,8536,Madison Hovren,Sophomore,"Spokane, Wash.",Central Valley,,"5'11""",Forward,41,https://www.goarmywestpoint.com/sports/womens-basketball/roster/madison-hovren/8536,2016-17
725,Army,8533,Alex Elzinga,Senior,"Long Grove, Ill.",Adlai E. Stevenson,,"5'11""",Forward,42,https://www.goarmywestpoint.com/sports/womens-basketball/roster/alex-elzinga/8533,2016-17
725,Army,8969,Libby Tacka,Freshman,"Blue Bell, Pa.",Mount Saint Joseph Academy,,"5'9""",Guard,44,https://www.goarmywestpoint.com/sports/womens-basketball/roster/libby-tacka/8969,2016-17
37,Auburn,616,Daisa Alexander,Freshman,"Decatur, Ga.",Southwest DeKalb HS,,"5'8""",G,0,https://www.auburntigers.com/sports/womens-basketball/roster/daisa-alexander/616,2016-17
37,Auburn,617,Tyra Johnson,Freshman,"Decatur, Ala.",Austin,,"5'7""",G,1,https://www.auburntigers.com/sports/womens-basketball/roster/tyra-johnson/617,2016-17
37,Auburn,618,Bria Johnson,Junior,"Baton Rouge, La.",Episcopal,,"5'8""",G,2,https://www.auburntigers.com/sports/womens-basketball/roster/bria-johnson/618,2016-17
37,Auburn,619,Erica Sanders,Sophomore,"San Antonio, Texas",Johnson HS,,"5'10""",G,3,https://www.auburntigers.com/sports/womens-basketball/roster/erica-sanders/619,2016-17
37,Auburn,620,Emari Jones,Sophomore,"Chicago, Ill.",Wheaton North HS,,"5'10""",G,5,https://www.auburntigers.com/sports/womens-basketball/roster/emari-jones/620,2016-17
37,Auburn,621,Brandy Montgomery,Senior,"Port St. Lucie, Fla.",Lincoln Park Academy,,"5'10""",G,10,https://www.auburntigers.com/sports/womens-basketball/roster/brandy-montgomery/621,2016-17
37,Auburn,622,Justice Wright,Junior,"Macon, Ga.",Clemson,,"6'4""",C,12,https://www.auburntigers.com/sports/womens-basketball/roster/justice-wright/622,2016-17
37,Auburn,623,Katie Frerking,Senior,"Johns Creek, Ga.",Wesleyan School,,"6'1""",G/F,13,https://www.auburntigers.com/sports/womens-basketball/roster/katie-frerking/623,2016-17
37,Auburn,624,Tiffany Lewis,Redshirt Junior,"Chattanooga, Tenn.",Clemson,,"5'8""",G,14,https://www.auburntigers.com/sports/womens-basketball/roster/tiffany-lewis/624,2016-17
37,Auburn,625,Jazmine Jones,Junior,"Winston-Salem, N.C.",West Forsyth,,"6'2""",F,15,https://www.auburntigers.com/sports/womens-basketball/roster/jazmine-jones/625,2016-17
37,Auburn,626,Sira Toure,Junior,"Kennewick, Wash.",,,"5'9""",G,20,https://www.auburntigers.com/sports/womens-basketball/roster/sira-toure/626,2016-17
37,Auburn,627,Jessica Jones,Junior,"Winston-Salem, N.C.",West Forsyth,,"6'2""",F,23,https://www.auburntigers.com/sports/womens-basketball/roster/jessica-jones/627,2016-17
37,Auburn,628,Janiah McKay,Sophomore,"Gainesville, Fla.",Gainesville HS,,"5'6""",G,33,https://www.auburntigers.com/sports/womens-basketball/roster/janiah-mckay/628,2016-17
37,Auburn,629,Khady Dieng,Senior,"Dakar, Senegal",Gatewood,,"5'10""",G,40,https://www.auburntigers.com/sports/womens-basketball/roster/khady-dieng/629,2016-17
796,Wisconsin,4116,Suzanne Gilreath,Freshman,"Brooklyn Park, Minn.",Fridley,,"5'4""",Guard,3,https://www.uwbadgers.com/sports/womens-basketball/roster/suzanne-gilreath/4116,2016-17
796,Wisconsin,4118,Roichelle Marble,Redshirt Sophomore,"Des Moines, Iowa",East,,"5'7""",Guard,5,https://www.uwbadgers.com/sports/womens-basketball/roster/roichelle-marble/4118,2016-17
796,Wisconsin,4117,Kendra Van Leeuwen,Freshman,"Brantford, Ontario",St. John's College,,"5'10""",Guard,10,https://www.uwbadgers.com/sports/womens-basketball/roster/kendra-van-leeuwen/4117,2016-17
796,Wisconsin,4111,Marsha Howard,Sophomore,"Chicago, Ill.",Crete Monee,,"5'10""",Forward,11,https://www.uwbadgers.com/sports/womens-basketball/roster/marsha-howard/4111,2016-17
796,Wisconsin,4135,Abby Laszewski,Freshman,"Jupiter, Fla.",Avon,,"6'3""",Forward,14,https://www.uwbadgers.com/sports/womens-basketball/roster/abby-laszewski/4135,2016-17
796,Wisconsin,4138,Lexy Richardson,Redshirt Sophomore,"Verona, Wis.",Verona Area,,"5'9""",Guard,15,https://www.uwbadgers.com/sports/womens-basketball/roster/lexy-richardson/4138,2016-17
796,Wisconsin,4137,Taylor Kuhn,Redshirt Senior,"Medford, Wis.",Medford Area Senior High,,"5'10""",Guard,20,https://www.uwbadgers.com/sports/womens-basketball/roster/taylor-kuhn/4137,2016-17
796,Wisconsin,4113,Cayla McMorris,Junior,"Brooklyn Park, Minn.",Park Center,,"6'0""",Guard,23,https://www.uwbadgers.com/sports/womens-basketball/roster/cayla-mcmorris/4113,2016-17
796,Wisconsin,4112,Malayna Johnson,Redshirt Junior,"Bellwood, Ill.",Montini Catholic,,"6'4""",Forward/Center,24,https://www.uwbadgers.com/sports/womens-basketball/roster/malayna-johnson/4112,2016-17
796,Wisconsin,4139,Courtney Fredrickson,Freshman,"Minnetonka, Minn.",Minnetonka,,"6'2""",Forward,33,https://www.uwbadgers.com/sports/womens-basketball/roster/courtney-fredrickson/4139,2016-17
796,Wisconsin,4209,Kendall Shaw,Redshirt Senior,"Mont Belvieu, Texas",Barbers Hill,Vanderbilt,"6'4""",Forward/Center,35,https://www.uwbadgers.com/sports/womens-basketball/roster/kendall-shaw/4209,2016-17
796,Wisconsin,4114,Avyanna Young,Redshirt Senior,"Milwaukee, Wis.",Rufus King,Milwaukee,"6'1""",Forward,40,https://www.uwbadgers.com/sports/womens-basketball/roster/avyanna-young/4114,2016-17
796,Wisconsin,4140,Grace Mueller,Freshman,"Madison, Wis.",Verona Area,,"6'2""",Forward,43,https://www.uwbadgers.com/sports/womens-basketball/roster/grace-mueller/4140,2016-17
52,Bellarmine,4467,Serena Sandusky,Senior,"Lexington, KY",Bryan Station,Butler,"5'8""",Guard,1,https://www.bellarmine.edu/sports/womens-basketball/roster/serena-sandusky/4467,2016-17
52,Bellarmine,4475,China Brown,Freshman,"Louisville, KY",Manual,,"6'2""",Forward,2,https://www.bellarmine.edu/sports/womens-basketball/roster/china-brown/4475,2016-17
52,Bellarmine,4470,Brooke Valentine Thomas,Senior,"Jeffersonville, IN",Jeffersonville,University of Southern Indiana,"5'8""",Forward,3,https://www.bellarmine.edu/sports/womens-basketball/roster/brooke-valentine-thomas/4470,2016-17
52,Bellarmine,4471,Mikayla Berry,Freshman,"Owensboro, KY",Owensboro Catholic,,"5'9""",Guard,10,https://www.bellarmine.edu/sports/womens-basketball/roster/mikayla-berry/4471,2016-17
52,Bellarmine,4464,Whitney Hartlage,Senior,"Louisville, KY",Mercy,UT-Chattanooga,"5'9""",Guard,11,https://www.bellarmine.edu/sports/womens-basketball/roster/whitney-hartlage/4464,2016-17
52,Bellarmine,4460,Hannah Bewley,Sophomore,"Louisville, KY",Mercy,,"5'6""",Guard,12,https://www.bellarmine.edu/sports/womens-basketball/roster/hannah-bewley/4460,2016-17
52,Bellarmine,4474,Mallory Schwartz,Freshman,"Union, KY",Ryle,,"5'10""",Forward,15,https://www.bellarmine.edu/sports/womens-basketball/roster/mallory-schwartz/4474,2016-17
52,Bellarmine,4472,Katie Downey,Freshman,"Louisville, KY",North Bullitt,,"5'6""",Guard,20,https://www.bellarmine.edu/sports/womens-basketball/roster/katie-downey/4472,2016-17
52,Bellarmine,4459,Kelsey Adwell,Senior,"Louisville, KY",Pleasure Ridge Park,,"5'9""",Guard,21,https://www.bellarmine.edu/sports/womens-basketball/roster/kelsey-adwell/4459,2016-17
52,Bellarmine,4466,Raven Merriweather,Junior,"Louisville, KY",Sacred Heart,,"5'7""",Guard,22,https://www.bellarmine.edu/sports/womens-basketball/roster/raven-merriweather/4466,2016-17
52,Bellarmine,4463,Sarah Galvin,Senior,"Hendersonville, TN",Pope John Paul II,,"6'0""",Forward,23,https://www.bellarmine.edu/sports/womens-basketball/roster/sarah-galvin/4463,2016-17
52,Bellarmine,4462,Destony Curry,Senior,"Louisville, KY",Manual,,"5'7""",Guard,24,https://www.bellarmine.edu/sports/womens-basketball/roster/destony-curry/4462,2016-17
52,Bellarmine,4473,Taylor Hunter,Freshman,"Houston, TX",Cypress Christian,,"5'9""",Guard/Forward,25,https://www.bellarmine.edu/sports/womens-basketball/roster/taylor-hunter/4473,2016-17
52,Bellarmine,4469,Liza Tibbs,Sophomore,"Taylor Mill, KY",Dixie Heights,,"6'3""",Center,32,https://www.bellarmine.edu/sports/womens-basketball/roster/liza-tibbs/4469,2016-17
52,Bellarmine,4465,Ally Mayhaus,Sophomore,"Taylor Mill, KY",Holy Cross,,"6'2""",Center,33,https://www.bellarmine.edu/sports/womens-basketball/roster/ally-mayhaus/4465,2016-17
52,Bellarmine,4461,Beth Bowers,Junior,"Indianapolis, IN",Roncalli,,"6'0""",Forward,35,https://www.bellarmine.edu/sports/womens-basketball/roster/beth-bowers/4461,2016-17
52,Bellarmine,4468,Stephanie Still,Sophomore,"Shepherdsville, KY",Bullitt Central,,"6'1""",Forward,40,https://www.bellarmine.edu/sports/womens-basketball/roster/stephanie-still/4468,2016-17
52,Bellarmine,4605,Alexandria Thompson,Junior,"Augusta, KY",Augusta,,,Manager,,https://www.bellarmine.edu/sports/womens-basketball/roster/alexandria-thompson/4605,2016-17
52,Bellarmine,4606,Ashley Weaver,Freshman,"Louisville, KY",Presentation Academy,,,Manager,,https://www.bellarmine.edu/sports/womens-basketball/roster/ashley-weaver/4606,2016-17
52,Bellarmine,4607,Ta'Nae Williams,Freshman,"Louisville, KY",Butler,,,Manager,,https://www.bellarmine.edu/sports/womens-basketball/roster/ta-nae-williams/4607,2016-17
67,Boston College,7942,Stephanie  Jones,Sophomore,"Shelton, Conn.",Loomis Chaffee School,,"5'7""",Guard,1,https://www.bceagles.com/sports/womens-basketball/roster/stephanie-jones/7942,2016-17
67,Boston College,7945,Georgia Pineau,Freshman,"Victoria, Australia",Caulfield Grammar,,"6'1""",Forward,2,https://www.bceagles.com/sports/womens-basketball/roster/georgia-pineau/7945,2016-17
67,Boston College,7948,Taylor Ortlepp,Freshman,"Adelaide, Australia",St. Ignatius College,,"5'9""",Guard,4,https://www.bceagles.com/sports/womens-basketball/roster/taylor-ortlepp/7948,2016-17
67,Boston College,7940,Rachel  Gartner,Redshirt Sophomore,"Danbury, Conn.",Danbury High,,"5'8""",Guard,5,https://www.bceagles.com/sports/womens-basketball/roster/rachel-gartner/7940,2016-17
67,Boston College,7949,Emma Guy,Freshman,"Penfield, N.Y.",Penfield,,"6'3""",Forward,11,https://www.bceagles.com/sports/womens-basketball/roster/emma-guy/7949,2016-17
67,Boston College,7938,Kailey Edwards,Graduate Student,"Broomfield, Colo.",Legacy High,,"5'9""",Forward,14,https://www.bceagles.com/sports/womens-basketball/roster/kailey-edwards/7938,2016-17
67,Boston College,7947,Jasmine Taylor,Freshman,"Springfield, Virginia",Bishop O'Connell,,"6'0""",Guard/Forward,20,https://www.bceagles.com/sports/womens-basketball/roster/jasmine-taylor/7947,2016-17
67,Boston College,7943,Martina Mosetti,Junior,"Trieste, Italy",Niccolo Tron,,"5'8""",Guard,21,https://www.bceagles.com/sports/womens-basketball/roster/martina-mosetti/7943,2016-17
67,Boston College,7937,Emilee  Daley,Senior,"Sharon, Mass.",The Rivers School,,"6'1""",Forward,22,https://www.bceagles.com/sports/womens-basketball/roster/emilee-daley/7937,2016-17
67,Boston College,7941,Kelly Hughes,Senior,"Point Pleasant, N.J.",Point Pleasant Boro,,"5'11""",Guard,23,https://www.bceagles.com/sports/womens-basketball/roster/kelly-hughes/7941,2016-17
67,Boston College,7946,Shannon Ryan,Freshman,"Plattsburgh, N.Y.",Tabor Academy,,"6'4""",Forward/Center,24,https://www.bceagles.com/sports/womens-basketball/roster/shannon-ryan/7946,2016-17
67,Boston College,7939,Mariella Fasoula,Sophomore,"Athens, Greece",American Comm. Schools of Athens,,"6'4""",Center,34,https://www.bceagles.com/sports/womens-basketball/roster/mariella-fasoula/7939,2016-17
67,Boston College,7944,Katie  Quandt,Junior,"Lakeville, Minn.",Lakeville South,,"6'3""",Center/Forward,42,https://www.bceagles.com/sports/womens-basketball/roster/katie-quandt/7944,2016-17
14927,Belmont,1548,Kia Perry,Senior,"Gallatin, Tenn.",,,"5'5""",Guard,0,https://www.belmontbruins.com/sports/womens-basketball/roster/kia-perry/1548,2016-17
14927,Belmont,1543,Frankie Joubran,Senior,"Detroit, Mich.",,,"6'1""",Forward,3,https://www.belmontbruins.com/sports/womens-basketball/roster/frankie-joubran/1543,2016-17
14927,Belmont,1542,Sierra Jones,Junior,"Huntsville, Ala.",,,"5'9""",Guard,12,https://www.belmontbruins.com/sports/womens-basketball/roster/sierra-jones/1542,2016-17
14927,Belmont,1551,Lauren Thompson,Senior,"Franklin, Tenn.",,,"6'1""",Forward,14,https://www.belmontbruins.com/sports/womens-basketball/roster/lauren-thompson/1551,2016-17
14927,Belmont,1544,Paris Lawson,Redshirt,"Old Hickory, Tenn.",Oakland HS,,"5'9""",Guard,21,https://www.belmontbruins.com/sports/womens-basketball/roster/paris-lawson/1544,2016-17
14927,Belmont,1550,Kylee Smith,Redshirt,"Alpharetta, Ga.",,,"5'11""",Forward,23,https://www.belmontbruins.com/sports/womens-basketball/roster/kylee-smith/1550,2016-17
14927,Belmont,1549,Jenny Roy,Sophomore,"Brentwood, Tenn.",Brentwood HS,,"5'11""",Forward,24,https://www.belmontbruins.com/sports/womens-basketball/roster/jenny-roy/1549,2016-17
14927,Belmont,1540,Ellie Harmeyer,Sophomore,"Kenosha, Wisc.",Shoreland Lutheran HS,,"6'0""",Forward,30,https://www.belmontbruins.com/sports/womens-basketball/roster/ellie-harmeyer/1540,2016-17
14927,Belmont,1547,Maura Muensterman,Redshirt,"Evansville, Ind.",Indiana,,"6'0""",Guard,31,https://www.belmontbruins.com/sports/womens-basketball/roster/maura-muensterman/1547,2016-17
14927,Belmont,1545,Darby Maggard,Sophomore,"Larwill, Ind.",Canterbury HS,,"5'5""",Guard,33,https://www.belmontbruins.com/sports/womens-basketball/roster/darby-maggard/1545,2016-17
14927,Belmont,1541,Hannah Harmeyer,Redshirt,"Kenosha, Wisc.",,,"5'8""",Guard,34,https://www.belmontbruins.com/sports/womens-basketball/roster/hannah-harmeyer/1541,2016-17
14927,Belmont,1546,Sally McCabe,Junior,"Mt. Juliet, Tenn.",,,"6'3""",Center,50,https://www.belmontbruins.com/sports/womens-basketball/roster/sally-mccabe/1546,2016-17
14927,Belmont,1552,Maddie Wright,Freshman,"Chattanooga, Tenn.",,,"6'1""",Forward,55,https://www.belmontbruins.com/sports/womens-basketball/roster/maddie-wright/1552,2016-17
596,St. Bonaventure,1776,Keely Fresh,Sophomore,"Lexington, Va.",Rockbridge County,,"5'8""",G,1,https://www.gobonnies.com/sports/womens-basketball/roster/keely-fresh/1776,2016-17
596,St. Bonaventure,1783,Mariah Ruff,Junior,"Oneonta, N.Y.",Oneonta,,"5'9""",G,2,https://www.gobonnies.com/sports/womens-basketball/roster/mariah-ruff/1783,2016-17
596,St. Bonaventure,1780,Danielle Migliore,Freshman,"Frankfort, N.Y.",Frankfort-Schuyler,,"5'7""",G,3,https://www.gobonnies.com/sports/womens-basketball/roster/danielle-migliore/1780,2016-17
596,St. Bonaventure,1784,Jalisha Terry,Freshman,"Flint, Mich.",Hamady,,"5'6""",G,4,https://www.gobonnies.com/sports/womens-basketball/roster/jalisha-terry/1784,2016-17
596,St. Bonaventure,1779,Mckenna Maycock,Sophomore,"Randolph, N.Y.",Randolph Central,,"5'9""",G,10,https://www.gobonnies.com/sports/womens-basketball/roster/mckenna-maycock/1779,2016-17
596,St. Bonaventure,1782,Gabby Richmond,Redshirt,"Chicago, Ill.",Morgan Park,,"6'1""",F,14,https://www.gobonnies.com/sports/womens-basketball/roster/gabby-richmond/1782,2016-17
596,St. Bonaventure,1781,Imani Outlaw,Senior,"Cincinnati, Ohio",Sycamore HS,,"5'8""",G,22,https://www.gobonnies.com/sports/womens-basketball/roster/imani-outlaw/1781,2016-17
596,St. Bonaventure,1774,Matea Britvar,Junior,"Orlando, Fla.",Dr. Phillips,,"6'1""",F,23,https://www.gobonnies.com/sports/womens-basketball/roster/matea-britvar/1774,2016-17
596,St. Bonaventure,1775,Rhianna Council,Freshman,"Durham, N.C.",Northern,,"5'11""",G,32,https://www.gobonnies.com/sports/womens-basketball/roster/rhianna-council/1775,2016-17
596,St. Bonaventure,1777,Sarah Hart,Freshman,"Elgin, Minn.",Plainview-Elgin-Millville,,"5'8""",G,33,https://www.gobonnies.com/sports/womens-basketball/roster/sarah-hart/1777,2016-17
596,St. Bonaventure,1785,Sarah Young,Freshman,"Depew, N.Y.",Sacred Heart Academy,,"6'2""",F,45,https://www.gobonnies.com/sports/womens-basketball/roster/sarah-young/1785,2016-17
596,St. Bonaventure,1778,C'quoya Haughton,Junior,"Albany, N.Y.",Stoneleigh Burnham Prep,,"6'1""",F,,https://www.gobonnies.com/sports/womens-basketball/roster/c-quoya-haughton/1778,2016-17
107,California,7769,Asha Thomas,Sophomore,"Oakland, Calif.",Bishop O'Dowd,,"5'4""",Guard,1,https://www.calbears.com/sports/womens-basketball/roster/asha-thomas/7769,2016-17
107,California,7765,Mikayla Cowling,Junior,"Benicia, Calif.",Saint Mary's College (HS),,"6'2""",Guard/Forward,3,https://www.calbears.com/sports/womens-basketball/roster/mikayla-cowling/7765,2016-17
107,California,7771,Chen Yue,Sophomore,"Beijing, China",Tsinghua University,,"6'7""",Center,5,https://www.calbears.com/sports/womens-basketball/roster/chen-yue/7771,2016-17
107,California,7772,Sara Anastasieska,Sophomore,"Sydney, Australia",UTSA,,"5'11""",Guard,11,https://www.calbears.com/sports/womens-basketball/roster/sara-anastasieska/7772,2016-17
107,California,7766,Penina Davidson,Junior,"Auckland, New Zealand",Rangitoto College,,"6'3""",Forward,12,https://www.calbears.com/sports/womens-basketball/roster/penina-davidson/7766,2016-17
107,California,7767,Mo Mosley,Sophomore,"Richmond, Calif.",Saint Mary's College (HS),,"5'11""",Guard,20,https://www.calbears.com/sports/womens-basketball/roster/mo-mosley/7767,2016-17
